loopIteration,time (us),GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),attitude[0],attitude[1],attitude[2],vbat (V),GPS_numSat
2281,45620000,351986812,333553009,1857,6.17,-36,56,2738,23.25,13
2282,45640000,351986813,333552964,1911,6.76,107,-39,2739,23.29,11
2283,45660000,351986810,333552920,1938,7.11,-48,13,2740,23.29,9
2284,45680000,351986809,333552877,1909,6.24,71,33,2741,23.29,9
2285,45700000,351986820,333552833,1931,5.76,-14,58,2742,23.31,14
2286,45720000,351986830,333552790,1912,5.27,44,78,2744,23.32,11
2287,45740000,351986846,333552747,1936,4.14,-6,85,2745,23.32,12
2288,45760000,351986833,333552705,1958,5.53,-94,102,2746,23.3,12
2289,45780000,351986832,333552662,1899,7.17,-24,-16,2747,23.31,14
2290,45800000,351986831,333552620,1916,6.77,126,79,2748,23.27,13
2291,45820000,351986836,333552579,1907,8.38,-7,-56,2750,23.26,9
2292,45840000,351986835,333552537,1894,5.85,33,37,2751,23.31,12
2293,45860000,351986833,333552496,1910,3.98,-20,-22,2752,23.3,14
2294,45880000,351986844,333552456,1867,6.97,-7,-57,2753,23.35,12
2295,45900000,351986850,333552415,1942,7.22,19,75,2754,23.28,12
2296,45920000,351986841,333552375,1982,4.69,28,28,2756,23.26,13
2297,45940000,351986858,333552336,1982,4.18,133,79,2757,23.29,9
2298,45960000,351986871,333552296,1966,6.2,0,-48,2758,23.27,11
2299,45980000,351986869,333552257,1877,6.84,-10,-30,2759,23.26,9
2300,46000000,351986880,333552219,1978,4.74,-39,25,2760,23.32,12
2301,46020000,351986876,333552181,1889,5.64,-78,-2,2762,23.34,10
2302,46040000,351986891,333552143,1916,5.14,-96,33,2763,23.29,12
2303,46060000,351986892,333552105,1993,4.67,39,0,2764,23.26,14
2304,46080000,351986887,333552068,1877,4.52,-111,13,2765,23.29,12
2305,46100000,351986887,333552032,1955,6.18,84,-26,2766,23.28,12
2306,46120000,351986883,333551995,1933,5.6,51,93,2768,23.24,9
2307,46140000,351986888,333551960,1917,5.25,-17,14,2769,23.3,10
2308,46160000,351986893,333551924,1888,3.03,-69,-28,2770,23.28,12
2309,46180000,351986897,333551889,1941,8.02,1,63,2771,23.31,10
2310,46200000,351986895,333551855,1907,4.94,1,54,2772,23.26,9
2311,46220000,351986861,333551821,1968,5.87,67,40,2774,23.27,13
2312,46240000,351986866,333551787,1976,4.72,-44,41,2775,23.27,11
2313,46260000,351986850,333551754,1872,6.46,-22,10,2776,23.22,11
2314,46280000,351986856,333551721,1908,4.29,-3,23,2777,23.34,14
2315,46300000,351986870,333551689,1917,6.13,-16,-79,2778,23.21,9
2316,46320000,351986876,333551657,1883,5.8,-37,-47,2780,23.24,10
2317,46340000,351986876,333551626,1886,7.07,-102,-30,2781,23.26,12
2318,46360000,351986877,333551595,1935,4.76,-98,44,2782,23.22,14
2319,46380000,351986879,333551564,1924,5.28,-40,90,2783,23.28,12
2320,46400000,351986877,333551534,1867,5.75,-13,21,2784,23.25,13
2321,46420000,351986875,333551505,1913,8.42,60,16,2786,23.27,14
2322,46440000,351986869,333551476,1956,4.33,138,86,2787,23.27,9
2323,46460000,351986884,333551448,1888,6.35,103,12,2788,23.26,9
2324,46480000,351986887,333551420,1900,5.27,23,62,2789,23.26,12
2325,46500000,351986900,333551392,2001,6.37,112,51,2790,23.26,12
2326,46520000,351986901,333551365,1991,6.76,-6,-35,2792,23.27,13
2327,46540000,351986905,333551339,1874,6.18,-31,45,2793,23.28,13
2328,46560000,351986907,333551313,1886,6.32,138,40,2794,23.25,9
2329,46580000,351986915,333551288,1956,6.33,-63,-26,2795,23.24,12
2330,46600000,351986926,333551263,1894,5.34,-24,-21,2796,23.25,9
2331,46620000,351986932,333551239,1933,5.77,-15,-33,2798,23.26,13
2332,46640000,351986929,333551215,1925,4.12,87,98,2799,23.24,14
2333,46660000,351986924,333551192,1967,5.61,-35,134,2800,23.24,14
2334,46680000,351986944,333551169,1844,5.13,47,65,2801,23.21,14
2335,46700000,351986945,333551147,1858,5.72,-24,108,2802,23.31,13
2336,46720000,351986945,333551126,1898,6.86,-73,-36,2804,23.22,9
2337,46740000,351986963,333551105,1988,6.45,14,100,2805,23.3,10
2338,46760000,351986977,333551084,1942,6.55,10,128,2806,23.27,10
2339,46780000,351986986,333551064,1881,7.28,-69,110,2807,23.28,9
2340,46800000,351986985,333551045,1970,3.28,-51,-16,2808,23.26,9
2341,46820000,351987012,333551027,1979,6.5,-47,84,2810,23.26,12
2342,46840000,351987019,333551008,1942,5.98,58,24,2811,23.26,12
2343,46860000,351987028,333550991,1939,5.9,27,83,2812,23.26,14
2344,46880000,351987030,333550974,1971,4.51,14,-1,2813,23.27,12
2345,46900000,351987019,333550958,2003,6.64,29,30,2814,23.29,14
2346,46920000,351987009,333550942,1961,7.32,-28,1,2816,23.22,13
2347,46940000,351987016,333550927,1977,7.19,28,53,2817,23.26,11
2348,46960000,351987024,333550912,1955,5.91,-35,25,2818,23.29,12
2349,46980000,351987024,333550898,1942,6.74,-79,85,2819,23.28,12
2350,47000000,351987016,333550885,1922,7.06,-41,71,2820,23.21,12
2351,47020000,351987005,333550872,1970,8.1,12,50,2822,23.25,10
2352,47040000,351987005,333550860,1948,7.41,5,28,2823,23.25,12
2353,47060000,351986994,333550848,1951,6.17,63,15,2824,23.25,12
2354,47080000,351987006,333550837,1999,6.12,-100,30,2825,23.17,12
2355,47100000,351987021,333550827,1982,6.2,-12,67,2826,23.26,9
2356,47120000,351987053,333550817,1998,6.27,24,36,2828,23.19,12
2357,47140000,351987065,333550808,1901,5.44,-57,44,2829,23.3,14
2358,47160000,351987062,333550800,1987,6.89,15,28,2830,23.25,11
2359,47180000,351987057,333550792,1942,5.21,-24,26,2831,23.23,14
2360,47200000,351987026,333550785,1934,5.09,-67,-2,2832,23.25,12
2361,47220000,351987023,333550778,1934,6.41,67,-63,2834,23.24,13
2362,47240000,351987025,333550772,2017,5.35,-82,58,2835,23.22,14
2363,47260000,351987038,333550767,2002,5.73,60,58,2836,23.23,9
2364,47280000,351987047,333550762,1941,3.63,-24,-18,2837,23.24,10
2365,47300000,351987056,333550758,1925,6.92,-55,125,2838,23.21,10
2366,47320000,351987062,333550754,1972,6.0,-52,-27,2840,23.25,13
2367,47340000,351987072,333550751,1954,5.86,-43,79,2841,23.26,14
2368,47360000,351987089,333550749,2040,6.53,-50,42,2842,23.26,9
2369,47380000,351987082,333550748,1916,6.25,16,45,2843,23.26,10
2370,47400000,351987081,333550747,1902,5.2,-111,86,2844,23.26,10
2371,47420000,351987070,333550746,1966,8.3,74,76,2846,23.24,13
2372,47440000,351987090,333550747,1977,5.49,50,31,2847,23.26,10
2373,47460000,351987106,333550748,1983,7.12,83,-22,2848,23.22,14
2374,47480000,351987117,333550749,2009,8.1,-58,-30,2849,23.23,12
2375,47500000,351987108,333550751,2062,5.29,-138,39,2850,23.26,13
2376,47520000,351987113,333550754,1966,6.11,-36,108,2852,23.28,10
2377,47540000,351987114,333550758,1959,5.07,-9,73,2853,23.21,10
2378,47560000,351987119,333550762,1911,7.21,18,28,2854,23.18,11
2379,47580000,351987120,333550766,1992,5.62,-30,46,2855,23.28,12
2380,47600000,351987129,333550772,2018,4.74,-4,64,2856,23.25,14
2381,47620000,351987128,333550778,1974,7.51,9,115,2858,23.27,14
2382,47640000,351987140,333550784,2032,7.05,-92,-7,2859,23.24,14
2383,47660000,351987146,333550791,1987,4.99,108,66,2860,23.22,13
2384,47680000,351987146,333550799,2047,7.36,-66,44,2861,23.19,10
2385,47700000,351987148,333550808,2001,6.23,16,-7,2862,23.18,13
2386,47720000,351987147,333550817,1946,9.11,65,-20,2864,23.25,13
2387,47740000,351987159,333550827,1964,7.97,-46,93,2865,23.24,14
2388,47760000,351987159,333550837,1929,5.37,0,46,2866,23.22,12
2389,47780000,351987166,333550848,1922,5.69,98,19,2867,23.18,12
2390,47800000,351987165,333550860,2003,5.0,-16,35,2868,23.19,11
2391,47820000,351987153,333550872,2027,6.16,63,79,2870,23.19,13
2392,47840000,351987166,333550885,2072,6.06,18,34,2871,23.2,12
2393,47860000,351987159,333550898,1992,6.85,14,110,2872,23.12,12
2394,47880000,351987169,333550912,1986,6.1,43,17,2873,23.21,13
2395,47900000,351987176,333550927,1952,4.32,-13,-8,2874,23.25,14
2396,47920000,351987163,333550942,2036,5.07,-11,24,2876,23.19,12
2397,47940000,351987157,333550958,2013,7.62,58,-16,2877,23.2,9
2398,47960000,351987155,333550975,1975,7.32,16,12,2878,23.21,14
2399,47980000,351987150,333550992,2027,5.82,30,91,2879,23.17,9
2400,48000000,351987142,333551009,2023,5.85,-70,115,2880,23.21,12
2401,48020000,351987152,333551028,1926,5.81,1,61,2882,23.18,13
2402,48040000,351987153,333551047,2032,6.03,73,40,2883,23.19,11
2403,48060000,351987161,333551066,2008,4.08,54,-15,2884,23.2,13
2404,48080000,351987160,333551086,1988,7.03,21,-19,2885,23.19,14
2405,48100000,351987166,333551107,1988,5.25,-30,48,2886,23.2,12
2406,48120000,351987162,333551128,2075,6.17,-35,38,2888,23.17,14
2407,48140000,351987165,333551150,2067,3.11,27,1,2889,23.22,9
2408,48160000,351987174,333551173,2080,6.27,85,7,2890,23.16,12
2409,48180000,351987178,333551196,1962,7.53,3,108,2891,23.22,10
2410,48200000,351987177,333551219,1982,3.44,79,79,2892,23.18,10
2411,48220000,351987169,333551243,2046,7.74,-17,32,2894,23.16,14
2412,48240000,351987174,333551268,1962,6.54,72,41,2895,23.19,14
2413,48260000,351987181,333551293,1982,5.16,-59,93,2896,23.16,9
2414,48280000,351987182,333551319,1940,4.18,12,48,2897,23.17,11
2415,48300000,351987177,333551346,2087,7.33,-63,42,2898,23.18,9
2416,48320000,351987186,333551373,2056,6.3,40,-48,2900,23.21,11
2417,48340000,351987214,333551400,2033,6.68,35,-53,2901,23.21,14
2418,48360000,351987214,333551428,2024,5.69,-56,-65,2902,23.2,10
2419,48380000,351987221,333551457,1999,5.09,-43,-82,2903,23.18,12
2420,48400000,351987228,333551486,2001,7.0,-25,29,2904,23.14,10
2421,48420000,351987206,333551515,2042,4.91,-88,46,2906,23.18,9
2422,48440000,351987211,333551546,1990,7.03,-54,-13,2907,23.17,12
2423,48460000,351987207,333551576,2068,4.09,-50,52,2908,23.18,11
2424,48480000,351987224,333551607,2000,4.94,47,52,2909,23.16,10
2425,48500000,351987225,333551639,1986,4.34,83,26,2910,23.16,14
2426,48520000,351987220,333551671,2074,7.5,-25,-43,2912,23.2,13
2427,48540000,351987221,333551704,2017,3.99,-16,102,2913,23.14,14
2428,48560000,351987226,333551737,2046,4.69,13,98,2914,23.18,12
2429,48580000,351987224,333551771,2008,6.76,-30,1,2915,23.21,10
2430,48600000,351987227,333551805,1935,6.26,-15,127,2916,23.15,14
2431,48620000,351987217,333551840,2048,8.51,51,32,2918,23.15,13
2432,48640000,351987218,333551875,1973,8.11,14,-8,2919,23.17,9
2433,48660000,351987229,333551911,2071,6.71,-4,9,2920,23.16,11
2434,48680000,351987252,333551947,1966,6.79,-33,-62,2921,23.18,10
2435,48700000,351987262,333551983,1955,3.91,89,12,2922,23.21,10
2436,48720000,351987268,333552020,2042,4.99,-35,-49,2924,23.17,9
2437,48740000,351987284,333552058,2048,5.62,8,86,2925,23.19,12
2438,48760000,351987297,333552096,2036,5.8,-60,46,2926,23.15,13
2439,48780000,351987317,333552134,1984,4.42,-34,-39,2927,23.15,11
2440,48800000,351987331,333552173,2069,4.93,6,58,2928,23.18,11
2441,48820000,351987333,333552212,1976,5.03,-22,-55,2930,23.15,13
2442,48840000,351987339,333552252,2017,7.22,32,38,2931,23.2,12
2443,48860000,351987345,333552292,2004,6.49,4,54,2932,23.15,14
2444,48880000,351987351,333552332,2022,5.62,-81,33,2933,23.16,10
2445,48900000,351987356,333552373,2072,5.68,-137,-25,2934,23.13,14
2446,48920000,351987352,333552414,2013,6.33,60,24,2936,23.15,12
2447,48940000,351987334,333552456,2062,5.2,-34,21,2937,23.13,13
2448,48960000,351987331,333552498,2068,5.7,89,33,2938,23.15,10
2449,48980000,351987314,333552541,1973,4.02,1,104,2939,23.11,11
2450,49000000,351987318,333552583,1995,6.77,-44,114,2940,23.16,12
2451,49020000,351987321,333552627,2027,7.1,34,109,2942,23.21,11
2452,49040000,351987308,333552670,2020,6.42,-15,-1,2943,23.1,9
2453,49060000,351987318,333552714,2057,6.55,1,-7,2944,23.21,10
2454,49080000,351987330,333552758,1968,6.42,-54,31,2945,23.15,10
2455,49100000,351987334,333552803,2075,8.34,39,51,2946,23.18,11
2456,49120000,351987354,333552848,2077,6.23,66,-72,2948,23.12,11
2457,49140000,351987376,333552893,2041,4.48,-30,0,2949,23.21,13
2458,49160000,351987368,333552938,1993,4.8,107,119,2950,23.12,12
2459,49180000,351987381,333552984,2050,6.82,-33,-31,2951,23.15,9
2460,49200000,351987389,333553030,2029,7.22,15,-6,2952,23.2,11
2461,49220000,351987396,333553077,2074,6.88,-97,-5,2954,23.11,9
2462,49240000,351987409,333553124,2048,6.96,-114,54,2955,23.08,11
2463,49260000,351987405,333553171,2082,6.21,126,26,2956,23.15,13
2464,49280000,351987403,333553218,2036,4.29,86,13,2957,23.12,13
2465,49300000,351987398,333553266,2112,5.18,69,-45,2958,23.12,10
2466,49320000,351987394,333553313,1963,3.92,-100,60,2960,23.12,11
2467,49340000,351987396,333553361,2015,5.55,14,30,2961,23.1,12
2468,49360000,351987385,333553410,2076,4.43,25,-3,2962,23.18,13
2469,49380000,351987378,333553458,1997,6.11,5,31,2963,23.18,12
2470,49400000,351987387,333553507,2088,5.8,18,69,2964,23.1,14
2471,49420000,351987389,333553556,2011,3.76,-54,-43,2966,23.14,10
2472,49440000,351987397,333553606,2064,6.84,-8,-47,2967,23.13,9
2473,49460000,351987381,333553655,2024,6.87,-67,-21,2968,23.17,14
2474,49480000,351987376,333553705,2044,4.4,-20,-13,2969,23.11,11
2475,49500000,351987374,333553755,2070,6.16,23,-122,2970,23.19,11
2476,49520000,351987378,333553805,2059,6.82,-46,0,2972,23.14,13
2477,49540000,351987375,333553855,2049,5.66,-15,85,2973,23.11,9
2478,49560000,351987388,333553905,2151,6.98,-25,13,2974,23.13,11
2479,49580000,351987391,333553956,2066,6.21,1,80,2975,23.12,14
2480,49600000,351987394,333554007,2028,7.23,55,-113,2976,23.2,12
2481,49620000,351987398,333554058,2105,6.21,14,24,2978,23.14,13
2482,49640000,351987408,333554109,2101,5.8,24,99,2979,23.12,9
2483,49660000,351987407,333554160,2118,6.58,-85,108,2980,23.13,9
2484,49680000,351987421,333554211,2142,6.89,-21,5,2981,23.17,12
2485,49700000,351987429,333554263,2033,6.28,49,-11,2982,23.1,13
2486,49720000,351987434,333554314,2114,5.47,-50,49,2984,23.08,13
2487,49740000,351987438,333554366,2118,5.08,-25,-30,2985,23.17,9
2488,49760000,351987446,333554418,2074,5.56,-57,11,2986,23.14,10
2489,49780000,351987460,333554469,2084,5.33,80,-53,2987,23.11,11
2490,49800000,351987473,333554521,1955,6.22,-26,34,2988,23.12,11
2491,49820000,351987480,333554573,2053,6.18,-43,30,2990,23.16,13
2492,49840000,351987492,333554625,2148,5.89,37,111,2991,23.04,14
2493,49860000,351987496,333554677,2006,5.98,66,47,2992,23.16,14
2494,49880000,351987512,333554730,2057,6.18,30,-3,2993,23.12,11
2495,49900000,351987515,333554782,2091,7.79,59,25,2994,23.14,14
2496,49920000,351987498,333554834,2103,7.38,13,-34,2996,23.12,12
2497,49940000,351987515,333554886,2146,5.32,-7,31,2997,23.21,14
2498,49960000,351987519,333554939,2011,6.47,-25,19,2998,23.1,12
2499,49980000,351987511,333554991,2084,5.6,-29,51,2999,23.15,14
2500,50000000,351987512,333555043,2118,5.87,-35,76,3001,23.04,12
2501,50020000,351987507,333555095,2032,5.7,22,-70,3002,23.12,9
2502,50040000,351987531,333555148,2084,5.26,-6,46,3003,23.14,14
2503,50060000,351987539,333555200,2161,4.41,5,66,3004,23.07,9
2504,50080000,351987527,333555252,2140,3.14,36,-30,3005,23.05,9
2505,50100000,351987536,333555304,2109,6.21,-2,125,3007,23.11,9
2506,50120000,351987535,333555356,1984,7.35,-81,-6,3008,23.14,13
2507,50140000,351987557,333555408,2084,4.93,-46,153,3009,23.15,13
2508,50160000,351987550,333555460,2106,6.57,-66,69,3010,23.09,9
2509,50180000,351987531,333555512,2079,5.53,-113,78,3011,23.12,9
2510,50200000,351987535,333555564,2089,6.3,6,43,3013,23.07,9
2511,50220000,351987535,333555616,2216,5.05,-71,80,3014,23.16,10
2512,50240000,351987534,333555668,2085,5.71,-76,-21,3015,23.09,10
2513,50260000,351987516,333555719,2056,5.85,-64,-10,3016,23.14,9
2514,50280000,351987524,333555771,2105,3.23,52,-68,3017,23.1,11
2515,50300000,351987544,333555822,2083,6.23,-18,57,3019,23.09,12
2516,50320000,351987528,333555873,2084,5.82,60,-5,3020,23.15,13
2517,50340000,351987543,333555924,2094,3.11,-4,67,3021,23.08,13
2518,50360000,351987541,333555975,2129,6.73,-25,59,3022,23.14,11
2519,50380000,351987568,333556026,2109,5.94,34,-37,3023,23.09,10
2520,50400000,351987575,333556077,2052,6.21,36,65,3025,23.07,14
2521,50420000,351987577,333556127,2096,6.39,7,42,3026,23.07,10
2522,50440000,351987591,333556178,2121,5.49,-61,40,3027,23.13,9
2523,50460000,351987600,333556228,2084,4.73,-27,53,3028,23.09,14
2524,50480000,351987597,333556278,2149,5.46,-70,28,3029,23.09,13
2525,50500000,351987608,333556327,2135,5.48,-15,30,3031,23.05,11
2526,50520000,351987606,333556377,2066,8.55,5,82,3032,23.13,12
2527,50540000,351987591,333556426,2119,8.11,89,-19,3033,23.12,10
2528,50560000,351987615,333556475,2186,5.41,84,-30,3034,23.1,13
2529,50580000,351987615,333556524,2170,5.49,40,-8,3035,23.12,13
2530,50600000,351987612,333556573,2106,6.35,57,81,3037,22.99,13
2531,50620000,351987619,333556621,2145,6.63,14,13,3038,23.07,13
2532,50640000,351987606,333556670,2083,5.17,166,125,3039,23.09,11
2533,50660000,351987596,333556718,2053,4.81,91,-124,3040,23.09,12
2534,50680000,351987595,333556765,2134,8.22,158,-5,3041,23.07,13
2535,50700000,351987593,333556813,2123,7.2,23,7,3043,23.09,9
2536,50720000,351987597,333556860,2134,4.17,24,43,3044,23.06,10
2537,50740000,351987611,333556907,2113,3.92,63,97,3045,23.07,10
2538,50760000,351987610,333556953,2128,5.01,11,20,3046,23.05,12
2539,50780000,351987618,333556999,2096,6.22,18,-20,3047,23.09,13
2540,50800000,351987627,333557045,2136,6.6,-59,71,3049,23.06,12
2541,50820000,351987620,333557091,2151,5.57,56,107,3050,23.07,10
2542,50840000,351987626,333557136,2116,4.09,8,-98,3051,23.12,13
2543,50860000,351987619,333557181,2152,6.22,48,59,3052,23.08,9
2544,50880000,351987633,333557226,2049,6.67,-13,44,3053,23.08,11
2545,50900000,351987641,333557270,2090,5.97,-106,-11,3055,23.03,10
2546,50920000,351987645,333557314,2180,5.39,30,6,3056,23.06,12
2547,50940000,351987635,333557358,2193,6.64,69,44,3057,23.11,13
2548,50960000,351987639,333557401,2134,5.9,-76,31,3058,23.09,9
2549,50980000,351987635,333557444,2120,4.66,-58,17,3059,23.08,14
2550,51000000,351987645,333557487,2074,6.08,-17,-28,3061,23.07,9
2551,51020000,351987647,333557529,2141,4.46,-14,44,3062,23.08,14
2552,51040000,351987643,333557571,2158,7.09,-101,-3,3063,23.08,14
2553,51060000,351987655,333557612,2068,6.51,105,34,3064,23.06,14
2554,51080000,351987666,333557653,2151,4.8,60,0,3065,23.0,13
2555,51100000,351987663,333557694,2149,6.21,-36,39,3067,23.13,14
2556,51120000,351987678,333557734,2148,7.42,-108,67,3068,23.1,9
2557,51140000,351987679,333557774,2086,3.46,21,41,3069,23.06,14
2558,51160000,351987679,333557813,2154,5.8,119,62,3070,23.11,12
2559,51180000,351987683,333557852,2073,7.89,49,-39,3071,23.03,14
2560,51200000,351987679,333557891,2193,4.15,69,53,3073,23.1,14
2561,51220000,351987678,333557929,2140,5.77,-56,44,3074,23.07,12
2562,51240000,351987680,333557966,2089,4.3,13,-1,3075,23.09,13
2563,51260000,351987698,333558003,2190,5.88,-89,21,3076,23.05,10
2564,51280000,351987717,333558040,2183,3.16,118,-110,3077,23.07,11
2565,51300000,351987718,333558076,2112,4.07,34,33,3079,23.08,14
2566,51320000,351987737,333558112,2227,5.34,-126,9,3080,23.09,12
2567,51340000,351987740,333558147,2099,6.13,-110,-83,3081,23.08,10
2568,51360000,351987747,333558182,2153,6.41,28,55,3082,23.07,10
2569,51380000,351987759,333558217,2188,6.46,8,-2,3083,23.04,10
2570,51400000,351987765,333558251,2051,7.31,-18,43,3085,23.11,13
2571,51420000,351987793,333558284,2183,6.78,36,17,3086,23.06,13
2572,51440000,351987799,333558317,2141,6.83,120,54,3087,23.05,10
2573,51460000,351987790,333558349,2144,4.82,21,34,3088,23.05,11
2574,51480000,351987806,333558381,2102,5.78,-108,15,3089,23.02,11
2575,51500000,351987806,333558412,2159,9.7,-9,54,3091,23.03,9
2576,51520000,351987806,333558443,2102,8.62,-78,71,3092,23.01,9
2577,51540000,351987779,333558474,2109,6.94,-48,-83,3093,23.06,12
2578,51560000,351987793,333558503,2131,6.83,19,31,3094,23.05,10
2579,51580000,351987804,333558533,2100,7.12,-10,0,3095,23.06,14
2580,51600000,351987816,333558562,2213,5.49,-64,-25,3097,23.01,10
2581,51620000,351987829,333558590,2098,8.26,-1,95,3098,23.04,12
2582,51640000,351987849,333558617,2122,5.52,-49,77,3099,23.03,9
2583,51660000,351987852,333558645,2140,5.87,31,-22,3100,23.08,13
2584,51680000,351987864,333558671,2154,8.52,-14,-26,3101,23.0,9
2585,51700000,351987860,333558697,2186,3.52,23,70,3103,23.0,10
2586,51720000,351987860,333558723,2188,6.39,-16,-1,3104,23.08,12
2587,51740000,351987874,333558747,2144,3.94,44,13,3105,23.05,13
2588,51760000,351987881,333558772,2142,5.2,-8,-68,3106,23.0,13
2589,51780000,351987871,333558796,2159,5.86,-1,22,3107,23.08,10
2590,51800000,351987878,333558819,2191,5.55,-34,86,3109,23.09,9
2591,51820000,351987880,333558841,2187,6.17,8,6,3110,23.07,11
2592,51840000,351987875,333558863,2140,5.06,-106,23,3111,22.98,11
2593,51860000,351987883,333558885,2079,5.84,159,117,3112,23.04,13
2594,51880000,351987882,333558906,2248,4.56,-41,73,3113,23.01,12
2595,51900000,351987870,333558926,2201,5.51,5,100,3115,23.03,12
2596,51920000,351987862,333558946,2174,4.33,-29,61,3116,22.99,13
2597,51940000,351987883,333558965,2178,6.74,-29,89,3117,23.09,11
2598,51960000,351987871,333558983,2144,4.44,23,-53,3118,23.01,11
2599,51980000,351987877,333559001,2126,6.78,-31,-11,3119,23.04,11
2600,52000000,351987886,333559019,2154,5.48,-26,-53,3121,23.06,11
2601,52020000,351987896,333559035,2159,5.61,-83,140,3122,23.05,10
2602,52040000,351987887,333559052,2144,7.36,-56,38,3123,23.04,14
2603,52060000,351987887,333559067,2111,6.09,-70,23,3124,23.02,14
2604,52080000,351987892,333559082,2158,3.72,107,-8,3125,23.04,9
2605,52100000,351987903,333559096,2194,6.55,-80,-21,3127,23.02,12
2606,52120000,351987900,333559110,2152,2.53,-65,-110,3128,22.96,10
2607,52140000,351987892,333559123,2174,6.28,10,141,3129,23.06,13
2608,52160000,351987905,333559135,2091,5.49,84,25,3130,23.01,10
2609,52180000,351987919,333559147,2166,4.31,-102,32,3131,23.01,14
2610,52200000,351987926,333559158,2170,6.06,-93,-40,3133,23.01,10
2611,52220000,351987924,333559169,2127,5.6,6,26,3134,22.98,11
2612,52240000,351987931,333559179,2108,8.34,19,48,3135,22.99,11
2613,52260000,351987935,333559188,2194,5.44,-85,25,3136,22.97,13
2614,52280000,351987947,333559197,2146,8.27,-108,60,3137,23.03,12
2615,52300000,351987938,333559205,2199,7.6,-58,-12,3139,23.06,9
2616,52320000,351987942,333559212,2163,5.24,43,45,3140,23.02,11
2617,52340000,351987944,333559219,2206,5.0,-3,74,3141,22.98,11
2618,52360000,351987936,333559225,2168,7.53,43,57,3142,23.06,12
2619,52380000,351987942,333559231,2122,5.8,-7,48,3143,23.01,13
2620,52400000,351987946,333559236,2180,6.15,-2,24,3145,22.97,11
2621,52420000,351987945,333559240,2171,5.66,35,-19,3146,22.96,13
2622,52440000,351987952,333559244,2212,4.53,-8,57,3147,23.02,10
2623,52460000,351987941,333559247,2168,5.52,13,10,3148,23.06,12
2624,52480000,351987944,333559249,2171,4.82,-55,-17,3149,23.0,9
2625,52500000,351987952,333559251,2222,4.14,-37,67,3151,22.99,11
2626,52520000,351987958,333559252,2235,5.62,27,-50,3152,23.0,13
2627,52540000,351987972,333559253,2220,8.09,-15,1,3153,22.98,14
2628,52560000,351987963,333559253,2232,7.89,-45,68,3154,22.99,12
2629,52580000,351987952,333559252,2209,5.89,38,76,3155,23.02,10
2630,52600000,351987957,333559250,2223,6.13,31,10,3157,22.99,13
2631,52620000,351987965,333559248,2228,6.57,-1,32,3158,23.03,13
2632,52640000,351987990,333559246,2210,7.58,-46,56,3159,22.98,10
2633,52660000,351987999,333559242,2197,6.34,52,26,3160,23.03,11
2634,52680000,351987994,333559238,2201,5.4,148,-8,3161,23.01,13
2635,52700000,351988005,333559234,2292,5.5,-50,51,3163,22.99,9
2636,52720000,351988000,333559229,2197,7.31,-93,37,3164,22.99,12
2637,52740000,351987989,333559223,2188,9.07,-48,34,3165,22.99,14
2638,52760000,351988018,333559217,2184,5.22,-57,85,3166,23.05,13
2639,52780000,351988025,333559210,2198,3.52,-77,44,3167,22.98,13
2640,52800000,351988035,333559202,2210,6.93,-72,6,3169,23.03,10
2641,52820000,351988044,333559194,2156,5.87,49,37,3170,23.03,14
2642,52840000,351988065,333559185,2123,6.13,50,126,3171,22.99,9
2643,52860000,351988072,333559175,2215,7.44,87,-6,3172,23.05,9
2644,52880000,351988087,333559165,2139,6.05,43,16,3173,22.92,12
2645,52900000,351988080,333559154,2215,4.38,-30,-10,3175,23.0,13
2646,52920000,351988070,333559143,2211,3.62,63,47,3176,23.0,14
2647,52940000,351988087,333559131,2252,5.91,-38,-33,3177,22.99,11
2648,52960000,351988105,333559118,2274,4.58,-22,51,3178,23.02,9
2649,52980000,351988114,333559105,2222,6.31,-71,67,3179,22.98,10
2650,53000000,351988119,333559092,2186,4.44,72,-9,3181,22.99,14
2651,53020000,351988124,333559077,2162,5.54,59,-12,3182,23.02,12
2652,53040000,351988121,333559062,2179,4.21,-29,-44,3183,22.99,14
2653,53060000,351988140,333559047,2213,5.53,-20,31,3184,22.96,14
2654,53080000,351988149,333559031,2129,5.43,0,-26,3185,23.0,12
2655,53100000,351988158,333559014,2216,6.68,10,-1,3187,22.98,14
2656,53120000,351988165,333558996,2213,7.57,49,8,3188,22.97,13
2657,53140000,351988179,333558979,2240,5.75,2,-4,3189,23.0,12
2658,53160000,351988187,333558960,2202,4.93,22,71,3190,22.96,10
2659,53180000,351988198,333558941,2220,8.3,-91,109,3191,22.95,13
2660,53200000,351988190,333558921,2187,6.4,-19,-76,3193,22.97,11
2661,53220000,351988198,333558901,2199,6.7,-109,-11,3194,22.98,14
2662,53240000,351988223,333558880,2148,6.69,105,42,3195,22.98,13
2663,53260000,351988221,333558859,2224,7.71,82,-22,3196,22.94,12
2664,53280000,351988223,333558837,2282,7.17,41,2,3197,23.03,14
2665,53300000,351988236,333558815,2228,6.78,64,40,3199,23.0,14
2666,53320000,351988249,333558792,2237,6.88,118,99,3200,22.98,11
2667,53340000,351988258,333558768,2183,4.94,54,88,3201,22.98,11
2668,53360000,351988245,333558744,2281,5.24,-97,15,3202,22.9,13
